,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
5801,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5802,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5803,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5804,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5805,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5807,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5808,0,1,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5811,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5813,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5814,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5815,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5816,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5817,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5818,0,1,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5819,0,0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0
5820,0,1,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5821,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5822,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5823,0,1,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5824,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5826,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5827,0,1,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5830,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5832,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5833,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5834,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5835,0,1,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5836,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5837,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5838,0,0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0
5839,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5840,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5841,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5842,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5843,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5845,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5846,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5849,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5851,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5852,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5853,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5854,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5855,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5856,0,1,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5857,0,0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,10.0
5858,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5859,0,1,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5860,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5861,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5862,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5864,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5865,0,1,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5868,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5870,0,1,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5871,0,1,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5872,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5873,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5874,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5875,0,1,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5876,0,0,8.0,8.0,8.0,6.0,6.0,7.0,10.0,6.0,8.0,5.0
5877,0,1,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5878,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5879,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5880,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5881,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5883,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5884,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5887,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5889,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5890,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5891,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5892,0,1,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5893,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5894,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5895,0,0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0
5896,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5897,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5898,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5899,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5900,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5902,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5903,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5906,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5908,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5909,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5910,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5911,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5912,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5913,0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5914,0,0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
5915,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5916,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5917,0,1,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5918,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5919,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5921,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5922,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5925,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5927,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5928,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5929,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5930,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5931,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5932,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5933,0,0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,8.0,9.0
5934,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5935,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5936,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5937,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5938,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5940,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5941,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5944,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5946,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5947,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5948,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5949,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5950,0,1,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5951,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5952,0,0,8.0,10.0,7.0,9.0,5.0,8.0,10.0,9.0,7.0,7.0
5958,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5962,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5972,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5973,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5974,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5975,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5976,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5978,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5979,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5982,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5984,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5985,0,1,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5986,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5987,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5988,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5989,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5990,0,0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
5991,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5992,0,1,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5993,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5994,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5995,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5997,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
5998,0,1,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6001,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6003,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6004,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6005,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6006,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6007,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6008,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6009,0,0,4.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,5.0
6010,0,1,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6011,0,1,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6012,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6013,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6014,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6016,0,1,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6017,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6020,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6022,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6023,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6024,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6025,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6026,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6027,0,1,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6028,0,0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
6029,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6030,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6031,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6032,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6033,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6035,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6036,0,1,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6039,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6041,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6042,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6043,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6044,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6045,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6046,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6047,0,0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
6048,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6049,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6050,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6051,0,1,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6052,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6054,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6055,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6058,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6060,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6061,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6062,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6063,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6064,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6065,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6066,0,0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0
6072,0,0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,9.0
6076,0,0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,9.0
6086,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6088,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6089,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6090,1,1,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6091,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6092,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6093,1,1,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6094,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6095,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6096,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6098,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6099,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6100,1,1,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6101,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6102,1,0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,9.0,7.0,8.0
6104,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6106,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6107,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6108,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6109,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6110,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6111,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6112,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6113,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6114,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6116,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6117,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6118,1,1,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6119,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6120,1,0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,8.0,10.0,7.0
6122,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6124,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6125,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6126,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6127,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6128,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6129,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6130,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6131,1,1,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6132,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6134,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6135,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6136,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6137,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6138,1,0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0
6140,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6142,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6143,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6144,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6145,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6146,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6147,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6148,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6149,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6150,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6152,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6153,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6154,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6155,1,0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6156,1,1,7.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0
6158,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6160,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6161,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6162,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6163,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6164,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6165,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6166,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6167,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6168,1,1,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6170,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6171,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6172,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6173,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6174,1,0,8.0,5.0,10.0,7.0,5.0,8.0,7.0,10.0,5.0,6.0
6187,1,0,6.0,8.0,10.0,7.0,9.0,7.0,10.0,10.0,8.0,9.0
6193,1,0,6.0,8.0,10.0,7.0,9.0,7.0,10.0,10.0,8.0,9.0
6194,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6196,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6197,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6198,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6199,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6200,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6201,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6202,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6203,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6204,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6206,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6207,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6208,1,1,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6209,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6210,1,0,4.0,8.0,9.0,7.0,9.0,4.0,8.0,9.0,7.0,7.0
6212,1,0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0
6214,1,0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0
6215,1,1,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0
6216,1,1,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0
6217,1,1,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0
