,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
184,373,1.0,0.0,9.0,8.0,9.0,9.0,9.0,75.0,5.0,5.0,10.0,0.0,5.0,7.5,8.0,8.0,8.0,8.0,7.5,7.5,2.0,18.0,0.1699999999999999,29.0,29.5,27.5,15.0,20.0,12.5,17.5,7.5,37.5,10.0,12.5,17.5,7.5,15.0,50.0,7.5,7.5,17.5,7.5,10.0,9.0,9.0,9.5,9.0,9.5
185,374,1.0,16.66666666666666,6.0,7.0,7.0,6.0,7.0,50.0,10.0,10.0,10.0,5.0,15.0,6.166666666666667,8.166666666666666,8.0,7.0,7.333333333333333,6.333333333333333,6.666666666666667,2.0,18.0,-0.04,30.0,26.166666666666668,16.666666666666668,16.666666666666668,22.5,20.0,15.0,9.166666666666666,22.5,11.666666666666666,18.33333333333333,20.0,11.666666666666666,17.5,38.833333333333336,9.666666666666666,11.5,18.166666666666668,8.0,15.5,7.166666666666667,7.5,7.333333333333333,7.333333333333333,7.166666666666667
186,375,1.0,12.5,8.0,9.0,8.0,9.0,9.0,30.0,20.0,15.0,15.0,8.0,12.0,8.0,7.125,6.5,7.0,6.75,4.625,6.125,2.0,18.0,0.04375,27.0,27.375,18.25,20.25,19.375,15.125,13.625,13.375,28.125,12.875,13.75,13.5,19.0,12.75,40.0,7.125,11.25,24.375,7.25,12.5,6.375,8.125,8.25,6.875,7.75
187,376,1.0,33.33333333333333,6.0,10.0,9.0,8.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,7.333333333333333,8.0,9.0,7.0,8.333333333333334,6.833333333333333,7.0,2.0,18.0,0.295,25.0,26.166666666666668,16.666666666666668,16.666666666666668,22.5,20.0,15.0,9.166666666666666,22.5,11.666666666666666,18.33333333333333,20.0,11.666666666666666,17.5,38.833333333333336,9.666666666666666,11.5,18.166666666666668,8.0,15.5,7.166666666666667,7.5,7.333333333333333,7.333333333333333,7.166666666666667
188,377,1.0,0.0,7.0,8.0,7.0,8.0,7.0,25.0,20.0,10.0,20.0,15.0,10.0,5.833333333333333,6.666666666666667,7.166666666666667,5.0,6.333333333333333,5.5,5.166666666666667,2.0,18.0,-0.2216666666666666,26.0,26.166666666666668,16.666666666666668,16.666666666666668,22.5,20.0,15.0,9.166666666666666,22.5,11.666666666666666,18.33333333333333,20.0,11.666666666666666,17.5,38.833333333333336,9.666666666666666,11.5,18.166666666666668,8.0,15.5,7.166666666666667,7.5,7.333333333333333,7.333333333333333,7.166666666666667
189,378,1.0,0.0,6.0,7.0,9.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,6.75,7.0,7.25,7.125,6.375,5.5,6.125,2.0,18.0,0.2774999999999999,29.0,27.375,18.25,20.25,19.375,15.125,13.625,13.375,28.125,12.875,13.75,13.5,19.0,12.75,40.0,7.125,11.25,24.375,7.25,12.5,6.375,8.125,8.25,6.875,7.75
0,379,0.0,6.66666666666666,6.0,9.0,8.0,6.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0,6.333333333333333,6.933333333333334,7.666666666666667,6.6,7.533333333333333,6.533333333333333,6.333333333333333,2.0,18.0,0.228,38.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
1,380,0.0,0.0,4.0,7.0,9.0,9.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,7.0,2.0,18.0,0.27,33.0,30.0,30.0,25.0,20.0,15.0,5.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,9.0
2,381,0.0,13.33333333333333,7.0,7.0,9.0,10.0,8.0,20.0,10.0,20.0,35.0,5.0,10.0,6.266666666666667,6.6,6.666666666666667,6.2,6.8,5.933333333333334,5.633333333333334,2.0,18.0,0.1699999999999999,24.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
3,382,0.0,13.33333333333333,7.0,7.0,7.0,7.0,10.0,25.0,25.0,25.0,10.0,10.0,5.0,6.066666666666666,6.8,7.0,5.333333333333333,6.8,5.6,5.866666666666666,2.0,18.0,0.094,28.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
4,383,0.0,26.66666666666666,7.0,9.0,6.0,7.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0,6.4,7.533333333333333,6.733333333333333,6.466666666666667,6.533333333333333,5.666666666666667,6.5,2.0,18.0,0.22,27.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
5,384,0.0,46.666666666666664,8.0,8.0,8.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,7.133333333333334,7.4,7.133333333333334,8.133333333333333,6.533333333333333,6.733333333333333,7.066666666666666,2.0,18.0,0.1826666666666666,23.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
6,385,0.0,33.33333333333333,8.0,8.0,8.0,6.0,6.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,7.733333333333333,6.866666666666666,7.133333333333334,6.466666666666667,6.2,6.866666666666666,2.0,18.0,0.2486666666666666,25.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
7,386,0.0,13.33333333333333,7.0,8.0,9.0,9.0,9.0,15.0,10.0,30.0,10.0,15.0,20.0,5.533333333333333,8.0,7.666666666666667,6.533333333333333,6.466666666666667,5.666666666666667,6.066666666666666,2.0,18.0,-0.0186666666666666,26.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
8,387,0.0,46.666666666666664,8.0,8.0,8.0,8.0,8.0,20.0,15.0,25.0,15.0,15.0,10.0,8.033333333333333,7.533333333333333,7.333333333333333,7.566666666666666,6.733333333333333,5.933333333333334,7.133333333333334,2.0,18.0,0.074,25.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
9,388,0.0,6.66666666666666,8.0,8.0,8.0,7.0,8.0,22.0,17.0,15.0,15.0,15.0,16.0,7.033333333333333,6.466666666666667,6.566666666666666,6.866666666666666,6.666666666666667,5.733333333333333,6.366666666666666,2.0,18.0,0.2486666666666666,24.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
10,389,0.0,46.666666666666664,8.0,10.0,7.0,9.0,5.0,20.0,30.0,20.0,20.0,0.0,10.0,7.6,7.266666666666667,7.733333333333333,7.566666666666666,7.233333333333333,5.266666666666667,7.266666666666667,2.0,18.0,0.2733333333333333,21.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
11,390,0.0,0.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0,3.5,5.0,4.5,3.5,6.0,4.0,2.0,2.0,18.0,0.385,30.0,28.0,22.5,20.0,17.5,22.5,15.0,2.5,25.0,12.5,15.0,25.0,5.0,17.5,22.5,20.0,15.0,20.0,15.0,7.5,6.5,9.0,8.5,7.5,8.5
12,391,0.0,6.66666666666666,8.0,9.0,9.0,9.0,7.0,35.0,0.0,35.0,10.0,10.0,10.0,6.333333333333333,6.733333333333333,7.266666666666667,6.333333333333333,6.666666666666667,6.6,5.966666666666667,2.0,18.0,0.2846666666666666,28.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
13,392,0.0,13.33333333333333,4.0,7.0,8.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,6.0,7.533333333333333,7.2,6.933333333333334,6.866666666666666,6.066666666666666,6.4,2.0,18.0,0.2646666666666666,26.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
14,393,0.0,26.66666666666666,7.0,9.0,8.0,8.0,8.0,8.0,20.0,25.0,25.0,12.0,10.0,5.066666666666666,7.733333333333333,7.6,6.266666666666667,6.333333333333333,5.666666666666667,5.733333333333333,2.0,18.0,0.1613333333333333,22.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
15,394,0.0,6.66666666666666,9.0,8.0,7.0,7.0,7.0,18.0,19.0,16.0,15.0,15.0,17.0,5.533333333333333,7.4,6.8,5.666666666666667,5.866666666666666,5.666666666666667,5.533333333333333,2.0,18.0,0.2233333333333333,24.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
16,395,0.0,6.66666666666666,8.0,8.0,9.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,5.666666666666667,6.866666666666666,7.266666666666667,6.333333333333333,6.733333333333333,5.8,5.5,2.0,18.0,0.23,33.0,27.0,35.666666666666664,12.4,19.133333333333333,17.4,6.066666666666666,9.333333333333334,36.93333333333333,11.933333333333334,13.666666666666666,18.066666666666663,7.666666666666667,10.933333333333334,36.53333333333333,12.0,14.8,17.133333333333333,9.333333333333334,8.866666666666667,6.8,7.2,8.733333333333333,7.0,7.866666666666666
17,396,0.0,0.0,8.0,10.0,10.0,10.0,8.0,15.0,18.0,18.0,18.0,15.0,16.0,5.5,6.5,5.5,5.5,5.5,5.0,5.0,2.0,18.0,0.09,25.0,28.0,22.5,20.0,17.5,22.5,15.0,2.5,25.0,12.5,15.0,25.0,5.0,17.5,22.5,20.0,15.0,20.0,15.0,7.5,6.5,9.0,8.5,7.5,8.5
18,397,1.0,20.0,7.0,7.0,10.0,7.0,9.0,20.0,21.0,21.0,22.0,6.0,10.0,5.733333333333333,7.6,7.466666666666667,5.466666666666667,7.333333333333333,5.533333333333333,5.933333333333334,2.0,19.0,0.2226666666666666,24.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
19,398,1.0,40.0,7.0,6.0,7.0,10.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,6.933333333333334,7.133333333333334,7.4,8.333333333333334,6.933333333333334,6.6,7.133333333333334,2.0,19.0,0.196,29.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
20,399,1.0,6.66666666666666,9.0,9.0,9.0,9.0,9.0,25.0,10.0,20.0,20.0,10.0,15.0,6.6,6.866666666666666,7.266666666666667,6.666666666666667,7.333333333333333,6.0,6.066666666666666,2.0,19.0,0.3933333333333333,29.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
21,400,1.0,40.0,7.0,10.0,8.0,6.0,7.0,70.0,5.0,20.0,3.0,1.0,1.0,7.066666666666666,7.666666666666667,8.0,7.266666666666667,8.333333333333334,6.733333333333333,7.166666666666667,2.0,19.0,0.3013333333333333,26.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
22,401,1.0,6.66666666666666,8.0,5.0,10.0,7.0,5.0,35.0,0.0,25.0,20.0,0.0,20.0,6.4,8.2,8.2,6.133333333333334,7.933333333333334,5.866666666666666,6.266666666666667,2.0,19.0,0.3899999999999999,31.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
23,402,1.0,0.0,6.0,8.0,10.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,9.5,8.5,6.0,8.0,4.0,4.5,2.0,19.0,-0.0999999999999999,29.0,27.5,12.5,19.0,19.0,14.0,12.5,23.0,18.0,17.5,19.0,19.0,14.0,12.5,15.0,17.5,17.5,14.0,12.0,24.0,8.0,9.0,9.0,9.0,8.5
24,403,1.0,6.66666666666666,4.0,8.0,9.0,7.0,9.0,20.0,25.0,20.0,15.0,5.0,15.0,4.866666666666666,8.066666666666666,7.933333333333334,6.066666666666666,7.0,4.866666666666666,5.2,2.0,19.0,0.052,22.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
25,404,1.0,53.333333333333336,6.0,9.0,8.0,7.0,8.0,25.0,14.0,25.0,25.0,3.0,8.0,8.266666666666667,8.133333333333333,7.6,7.0,7.2,5.933333333333334,6.866666666666666,2.0,19.0,0.1266666666666666,23.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
26,405,1.0,0.0,8.0,8.0,9.0,10.0,10.0,30.0,25.0,20.0,15.0,5.0,5.0,5.0,6.0,7.0,6.0,8.0,5.0,5.0,2.0,19.0,0.27,30.0,33.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,15.0,15.0,20.0,20.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,9.0,9.0
27,406,1.0,0.0,6.0,7.0,8.0,8.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,6.5,9.0,9.0,7.0,8.0,6.0,6.5,2.0,19.0,0.575,27.0,27.5,12.5,19.0,19.0,14.0,12.5,23.0,18.0,17.5,19.0,19.0,14.0,12.5,15.0,17.5,17.5,14.0,12.0,24.0,8.0,9.0,9.0,9.0,8.5
28,407,1.0,13.33333333333333,7.0,9.0,7.0,8.0,8.0,30.0,15.0,15.0,15.0,15.0,10.0,7.266666666666667,8.866666666666667,8.066666666666666,7.066666666666666,7.6,7.466666666666667,7.266666666666667,2.0,19.0,0.5533333333333333,24.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
29,409,1.0,26.66666666666666,7.0,9.0,9.0,8.0,8.0,20.0,15.0,20.0,20.0,10.0,15.0,6.666666666666667,8.2,7.733333333333333,7.4,7.266666666666667,6.933333333333334,6.6,2.0,19.0,0.2173333333333333,23.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
30,410,1.0,20.0,7.0,10.0,10.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.333333333333333,8.266666666666667,8.133333333333333,7.8,7.333333333333333,6.933333333333334,7.133333333333334,2.0,19.0,-0.2633333333333333,27.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
31,411,1.0,6.66666666666666,8.0,6.0,7.0,9.0,5.0,35.0,15.0,15.0,25.0,10.0,0.0,6.966666666666667,7.866666666666666,8.0,7.866666666666666,8.133333333333333,6.733333333333333,6.4,2.0,19.0,0.3473333333333333,34.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
32,412,1.0,26.66666666666666,7.0,7.0,8.0,8.0,8.0,75.0,5.0,5.0,5.0,5.0,5.0,5.733333333333333,7.4,7.6,6.8,7.6,5.8,6.266666666666667,2.0,19.0,-0.0733333333333333,27.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
33,413,1.0,6.66666666666666,7.0,9.0,8.0,7.0,6.0,10.0,10.0,30.0,30.0,5.0,15.0,6.866666666666666,8.133333333333333,8.0,7.0,7.533333333333333,6.466666666666667,7.0,2.0,19.0,0.16,26.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
34,414,1.0,40.0,7.0,8.0,8.0,8.0,8.0,95.0,1.0,1.0,1.0,1.0,1.0,6.666666666666667,7.4,7.666666666666667,6.266666666666667,7.933333333333334,5.133333333333334,5.866666666666666,2.0,19.0,-0.2193333333333333,29.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
35,415,1.0,0.0,7.0,8.0,10.0,4.0,8.0,10.0,20.0,40.0,10.0,10.0,10.0,4.466666666666667,4.8,5.333333333333333,4.533333333333333,5.466666666666667,3.6666666666666665,3.533333333333333,2.0,19.0,0.4806666666666667,31.0,26.266666666666666,20.2,17.4,21.066666666666663,18.0,11.8,11.533333333333331,32.333333333333336,10.666666666666666,14.6,15.4,14.4,11.4,42.2,9.266666666666667,11.0,18.53333333333333,8.733333333333333,9.6,7.133333333333334,8.266666666666667,7.866666666666666,7.8,7.8
36,417,0.0,16.66666666666666,7.0,8.0,8.0,4.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,5.166666666666667,8.333333333333334,7.333333333333333,5.833333333333333,6.0,5.5,6.166666666666667,1.0,6.0,0.4766666666666666,29.0,27.166666666666668,29.33333333333333,17.833333333333332,23.33333333333333,14.5,10.0,8.333333333333334,45.0,9.0,8.333333333333334,18.33333333333333,9.333333333333334,10.0,23.33333333333333,13.833333333333334,20.0,13.166666666666666,20.83333333333333,8.833333333333334,7.166666666666667,8.166666666666666,8.833333333333334,7.5,7.833333333333333
37,418,0.0,0.0,7.0,9.0,8.0,7.0,5.0,15.0,25.0,20.0,15.0,10.0,15.0,7.0,7.0,7.5,7.0,7.5,6.5,7.5,1.0,6.0,0.2149999999999999,25.0,25.5,38.5,13.0,13.5,13.5,13.5,8.0,37.5,12.5,12.5,12.5,12.5,12.5,37.5,12.5,12.5,12.5,12.5,12.5,7.0,8.0,7.5,8.0,8.5
38,419,0.0,16.66666666666666,9.0,8.0,9.0,5.0,3.0,5.0,30.0,20.0,10.0,5.0,30.0,6.666666666666667,8.166666666666666,8.0,6.666666666666667,7.333333333333333,7.0,6.333333333333333,1.0,6.0,0.3799999999999999,28.0,27.166666666666668,29.33333333333333,17.833333333333332,23.33333333333333,14.5,10.0,8.333333333333334,45.0,9.0,8.333333333333334,18.33333333333333,9.333333333333334,10.0,23.33333333333333,13.833333333333334,20.0,13.166666666666666,20.83333333333333,8.833333333333334,7.166666666666667,8.166666666666666,8.833333333333334,7.5,7.833333333333333
39,420,0.0,16.66666666666666,8.0,9.0,10.0,7.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0,7.5,7.833333333333333,8.333333333333334,7.833333333333333,7.333333333333333,6.5,7.583333333333333,1.0,6.0,0.4433333333333333,22.0,27.166666666666668,29.33333333333333,17.833333333333332,23.33333333333333,14.5,10.0,8.333333333333334,45.0,9.0,8.333333333333334,18.33333333333333,9.333333333333334,10.0,23.33333333333333,13.833333333333334,20.0,13.166666666666666,20.83333333333333,8.833333333333334,7.166666666666667,8.166666666666666,8.833333333333334,7.5,7.833333333333333
40,421,0.0,50.0,7.0,7.0,6.0,6.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,6.0,6.5,7.0,6.0,7.0,7.0,1.0,6.0,0.3349999999999999,25.0,25.5,38.5,13.0,13.5,13.5,13.5,8.0,37.5,12.5,12.5,12.5,12.5,12.5,37.5,12.5,12.5,12.5,12.5,12.5,7.0,8.0,7.5,8.0,8.5
41,422,1.0,100.0,8.0,10.0,8.0,8.0,8.0,30.0,25.0,20.0,10.0,10.0,5.0,6.666666666666667,8.0,7.666666666666667,7.0,7.666666666666667,8.0,7.333333333333333,1.0,8.0,0.61,26.0,26.33333333333333,11.666666666666666,20.0,26.666666666666668,10.0,10.0,21.666666666666668,33.333333333333336,8.333333333333334,10.0,18.33333333333333,15.0,15.0,36.66666666666666,8.333333333333334,10.0,18.33333333333333,8.333333333333334,18.33333333333333,7.666666666666667,8.0,9.0,5.333333333333333,8.333333333333334
42,423,1.0,0.0,7.0,9.0,9.0,8.0,9.0,30.0,20.0,30.0,10.0,5.0,5.0,5.666666666666667,7.666666666666667,7.0,5.0,7.333333333333333,3.333333333333333,5.0,1.0,8.0,0.4733333333333333,30.0,26.33333333333333,11.666666666666666,20.0,26.666666666666668,10.0,10.0,21.666666666666668,33.333333333333336,8.333333333333334,10.0,18.33333333333333,15.0,15.0,36.66666666666666,8.333333333333334,10.0,18.33333333333333,8.333333333333334,18.33333333333333,7.666666666666667,8.0,9.0,5.333333333333333,8.333333333333334
43,424,1.0,0.0,7.0,7.0,7.0,7.0,7.0,17.0,16.0,17.0,17.0,17.0,16.0,5.5,8.0,7.0,5.5,5.5,5.5,5.5,1.0,8.0,0.02,24.0,25.0,17.5,17.5,25.0,17.5,10.0,12.5,25.0,12.5,25.0,12.5,12.5,12.5,27.5,12.5,17.5,20.0,10.0,12.5,7.0,8.0,7.0,6.5,5.5
44,425,1.0,0.0,6.0,9.0,9.0,6.0,9.0,16.0,25.0,20.0,12.0,12.0,15.0,3.5,6.333333333333333,7.5,3.6666666666666665,8.0,4.333333333333333,5.0,1.0,8.0,0.1966666666666666,28.0,26.33333333333333,11.666666666666666,20.0,26.666666666666668,10.0,10.0,21.666666666666668,33.333333333333336,8.333333333333334,10.0,18.33333333333333,15.0,15.0,36.66666666666666,8.333333333333334,10.0,18.33333333333333,8.333333333333334,18.33333333333333,7.666666666666667,8.0,9.0,5.333333333333333,8.333333333333334
45,426,1.0,0.0,8.0,8.0,10.0,8.0,9.0,25.0,7.0,35.0,20.0,8.0,5.0,3.333333333333333,4.333333333333333,6.666666666666667,4.333333333333333,9.0,4.0,4.0,1.0,8.0,0.4466666666666666,24.0,26.33333333333333,11.666666666666666,20.0,26.666666666666668,10.0,10.0,21.666666666666668,33.333333333333336,8.333333333333334,10.0,18.33333333333333,15.0,15.0,36.66666666666666,8.333333333333334,10.0,18.33333333333333,8.333333333333334,18.33333333333333,7.666666666666667,8.0,9.0,5.333333333333333,8.333333333333334
